iso_alpha_3,year,ef_frst_sequestration_young_secondary_kt_co2_ha
BRA,2062,0.005554481490781671
BRA,2063,0.005554481490781671
BRA,2064,0.005554481490781671
BRA,2065,0.005554481490781671
BRA,2066,0.005554481490781671
BRA,2067,0.005554481490781671
BRA,2068,0.005554481490781671
BRA,2069,0.005554481490781671
BRA,2070,0.005554481490781671
BRA,2071,0.005554481490781671
BRA,2072,0.005554481490781671
BRA,2073,0.005554481490781671
BRA,2074,0.005554481490781671
BRA,2075,0.005554481490781671
BRA,2076,0.005554481490781671
BRA,2077,0.005554481490781671
BRA,2078,0.005554481490781671
BRA,2079,0.005554481490781671
BRA,2080,0.005554481490781671
BRA,2081,0.005554481490781671
BRA,2082,0.005554481490781671
BRA,2083,0.005554481490781671
BRA,2084,0.005554481490781671
BRA,2085,0.005554481490781671
BRA,2086,0.005554481490781671
BRA,2087,0.005554481490781671
BRA,2088,0.005554481490781671
BRA,2089,0.005554481490781671
BRA,2090,0.005554481490781671
BRA,2091,0.005554481490781671
BRA,2092,0.005554481490781671
BRA,2093,0.005554481490781671
BRA,2094,0.005554481490781671
BRA,2095,0.005554481490781671
BRA,2096,0.005554481490781671
BRA,2097,0.005554481490781671
BRA,2098,0.005554481490781671
BRA,2099,0.005554481490781671
BRA,2100,0.005554481490781671
BRA,2101,0.005554481490781671
BRA,2102,0.005554481490781671
BRA,2103,0.005554481490781671
BRA,2104,0.005554481490781671
BRA,2105,0.005554481490781671
BRA,2106,0.005554481490781671
BRA,2107,0.005554481490781671
BRA,2108,0.005554481490781671
BRA,2109,0.005554481490781671
BRA,2110,0.005554481490781671
BRA,2111,0.005554481490781671
BRA,2112,0.005554481490781671
BRA,2113,0.005554481490781671
BRA,2114,0.005554481490781671
BRA,2115,0.005554481490781671
BRA,2116,0.005554481490781671
BRA,2117,0.005554481490781671
BRA,2118,0.005554481490781671
BRA,2119,0.005554481490781671
BRA,2120,0.005554481490781671
BRA,2121,0.005554481490781671
BRA,2122,0.005554481490781671
BRA,2123,0.005554481490781671
BRA,2124,0.005554481490781671
BRA,2125,0.005554481490781671
BRB,2020,0.0038999999999999994
BRB,2021,0.0038999999999999994
BRB,2022,0.0038999999999999994
BRB,2023,0.0038999999999999994
BRB,2024,0.0038999999999999994
BRB,2025,0.0038999999999999994
BRB,2026,0.0038999999999999994
BRB,2027,0.0038999999999999994
BRB,2028,0.0038999999999999994
BRB,2029,0.0038999999999999994
BRB,2030,0.0038999999999999994
BRB,2031,0.0038999999999999994
BRB,2032,0.0038999999999999994
BRB,2033,0.0038999999999999994
BRB,2034,0.0038999999999999994
BRB,2035,0.0038999999999999994
BRB,2036,0.0038999999999999994
BRB,2037,0.0038999999999999994
BRB,2038,0.0038999999999999994
BRB,2039,0.0038999999999999994
BRB,2040,0.0038999999999999994
BRB,2041,0.0038999999999999994
BRB,2042,0.0038999999999999994
BRB,2043,0.0038999999999999994
BRB,2044,0.0038999999999999994
BRB,2045,0.0038999999999999994
BRB,2046,0.0038999999999999994
BRB,2047,0.0038999999999999994
BRB,2048,0.0038999999999999994
BRB,2049,0.0038999999999999994
BRB,2050,0.0038999999999999994
BRB,2051,0.0038999999999999994
BRB,2052,0.0038999999999999994
BRB,2053,0.0038999999999999994
BRB,2054,0.0038999999999999994
BRB,2055,0.0038999999999999994
BRB,2056,0.0038999999999999994
BRB,2057,0.0038999999999999994
BRB,2058,0.0038999999999999994
BRB,2059,0.0038999999999999994
BRB,2060,0.0038999999999999994
BRB,2061,0.0038999999999999994
BRB,2062,0.0038999999999999994
BRB,2063,0.0038999999999999994
BRB,2064,0.0038999999999999994
BRB,2065,0.0038999999999999994
BRB,2066,0.0038999999999999994
BRB,2067,0.0038999999999999994
BRB,2068,0.0038999999999999994
BRB,2069,0.0038999999999999994
BRB,2070,0.0038999999999999994
BRB,2071,0.0038999999999999994
BRB,2072,0.0038999999999999994
BRB,2073,0.0038999999999999994
BRB,2074,0.0038999999999999994
BRB,2075,0.0038999999999999994
BRB,2076,0.0038999999999999994
BRB,2077,0.0038999999999999994
BRB,2078,0.0038999999999999994
BRB,2079,0.0038999999999999994
BRB,2080,0.0038999999999999994
BRB,2081,0.0038999999999999994
BRB,2082,0.0038999999999999994
BRB,2083,0.0038999999999999994
BRB,2084,0.0038999999999999994
BRB,2085,0.0038999999999999994
BRB,2086,0.0038999999999999994
BRB,2087,0.0038999999999999994
BRB,2088,0.0038999999999999994
BRB,2089,0.0038999999999999994
BRB,2090,0.0038999999999999994
BRB,2091,0.0038999999999999994
BRB,2092,0.0038999999999999994
BRB,2093,0.0038999999999999994
BRB,2094,0.0038999999999999994
BRB,2095,0.0038999999999999994
BRB,2096,0.0038999999999999994
BRB,2097,0.0038999999999999994
BRB,2098,0.0038999999999999994
BRB,2099,0.0038999999999999994
BRB,2100,0.0038999999999999994
BRB,2101,0.0038999999999999994
BRB,2102,0.0038999999999999994
BRB,2103,0.0038999999999999994
BRB,2104,0.0038999999999999994
BRB,2105,0.0038999999999999994
BRB,2106,0.0038999999999999994
BRB,2107,0.0038999999999999994
BRB,2108,0.0038999999999999994
BRB,2109,0.0038999999999999994
BRB,2110,0.0038999999999999994
BRB,2111,0.0038999999999999994
BRB,2112,0.0038999999999999994
BRB,2113,0.0038999999999999994
BRB,2114,0.0038999999999999994
BRB,2115,0.0038999999999999994
BRB,2116,0.0038999999999999994
BRB,2117,0.0038999999999999994
BRB,2118,0.0038999999999999994
BRB,2119,0.0038999999999999994
BRB,2120,0.0038999999999999994
BRB,2121,0.0038999999999999994
BRB,2122,0.0038999999999999994
BRB,2123,0.0038999999999999994
BRB,2124,0.0038999999999999994
BRB,2125,0.0038999999999999994
BRN,2020,0.0033999999999999994
BRN,2021,0.0033999999999999994
BRN,2022,0.0033999999999999994
BRN,2023,0.0033999999999999994
BRN,2024,0.0033999999999999994
BRN,2025,0.0033999999999999994
BRN,2026,0.0033999999999999994
BRN,2027,0.0033999999999999994
BRN,2028,0.0033999999999999994
BRN,2029,0.0033999999999999994
BRN,2030,0.0033999999999999994
BRN,2031,0.0033999999999999994
BRN,2032,0.0033999999999999994
BRN,2033,0.0033999999999999994
BRN,2034,0.0033999999999999994
BRN,2035,0.0033999999999999994
BRN,2036,0.0033999999999999994
BRN,2037,0.0033999999999999994
BRN,2038,0.0033999999999999994
BRN,2039,0.0033999999999999994
BRN,2040,0.0033999999999999994
BRN,2041,0.0033999999999999994
BRN,2042,0.0033999999999999994
BRN,2043,0.0033999999999999994
BRN,2044,0.0033999999999999994
BRN,2045,0.0033999999999999994
BRN,2046,0.0033999999999999994
BRN,2047,0.0033999999999999994
BRN,2048,0.0033999999999999994
BRN,2049,0.0033999999999999994
BRN,2050,0.0033999999999999994
BRN,2051,0.0033999999999999994
BRN,2052,0.0033999999999999994
BRN,2053,0.0033999999999999994
BRN,2054,0.0033999999999999994
BRN,2055,0.0033999999999999994
BRN,2056,0.0033999999999999994
BRN,2057,0.0033999999999999994
BRN,2058,0.0033999999999999994
BRN,2059,0.0033999999999999994
BRN,2060,0.0033999999999999994
BRN,2061,0.0033999999999999994
BRN,2062,0.0033999999999999994
BRN,2063,0.0033999999999999994
BRN,2064,0.0033999999999999994
BRN,2065,0.0033999999999999994
BRN,2066,0.0033999999999999994
BRN,2067,0.0033999999999999994
BRN,2068,0.0033999999999999994
BRN,2069,0.0033999999999999994
BRN,2070,0.0033999999999999994
BRN,2071,0.0033999999999999994
BRN,2072,0.0033999999999999994
BRN,2073,0.0033999999999999994
BRN,2074,0.0033999999999999994
BRN,2075,0.0033999999999999994
BRN,2076,0.0033999999999999994
BRN,2077,0.0033999999999999994
BRN,2078,0.0033999999999999994
BRN,2079,0.0033999999999999994
BRN,2080,0.0033999999999999994
BRN,2081,0.0033999999999999994
BRN,2082,0.0033999999999999994
BRN,2083,0.0033999999999999994
BRN,2084,0.0033999999999999994
BRN,2085,0.0033999999999999994
BRN,2086,0.0033999999999999994
BRN,2087,0.0033999999999999994
BRN,2088,0.0033999999999999994
BRN,2089,0.0033999999999999994
BRN,2090,0.0033999999999999994
BRN,2091,0.0033999999999999994
BRN,2092,0.0033999999999999994
BRN,2093,0.0033999999999999994
BRN,2094,0.0033999999999999994
BRN,2095,0.0033999999999999994
BRN,2096,0.0033999999999999994
BRN,2097,0.0033999999999999994
BRN,2098,0.0033999999999999994
BRN,2099,0.0033999999999999994
BRN,2100,0.0033999999999999994
BRN,2101,0.0033999999999999994
BRN,2102,0.0033999999999999994
BRN,2103,0.0033999999999999994
BRN,2104,0.0033999999999999994
BRN,2105,0.0033999999999999994
BRN,2106,0.0033999999999999994
BRN,2107,0.0033999999999999994
BRN,2108,0.0033999999999999994
BRN,2109,0.0033999999999999994
BRN,2110,0.0033999999999999994
BRN,2111,0.0033999999999999994
BRN,2112,0.0033999999999999994
BRN,2113,0.0033999999999999994
BRN,2114,0.0033999999999999994
BRN,2115,0.0033999999999999994
BRN,2116,0.0033999999999999994
BRN,2117,0.0033999999999999994
BRN,2118,0.0033999999999999994
BRN,2119,0.0033999999999999994
BRN,2120,0.0033999999999999994
BRN,2121,0.0033999999999999994
BRN,2122,0.0033999999999999994
BRN,2123,0.0033999999999999994
BRN,2124,0.0033999999999999994
BRN,2125,0.0033999999999999994
BTN,2020,0.002856099780649255
BTN,2021,0.002856099780649255
BTN,2022,0.002856099780649255
BTN,2023,0.002856099780649255
BTN,2024,0.002856099780649255
BTN,2025,0.002856099780649255
BTN,2026,0.002856099780649255
BTN,2027,0.002856099780649255
BTN,2028,0.002856099780649255
BTN,2029,0.002856099780649255
BTN,2030,0.002856099780649255
BTN,2031,0.002856099780649255
BTN,2032,0.002856099780649255
BTN,2033,0.002856099780649255
BTN,2034,0.002856099780649255
BTN,2035,0.002856099780649255
BTN,2036,0.002856099780649255
BTN,2037,0.002856099780649255
BTN,2038,0.002856099780649255
BTN,2039,0.002856099780649255
BTN,2040,0.002856099780649255
BTN,2041,0.002856099780649255
BTN,2042,0.002856099780649255
BTN,2043,0.002856099780649255
BTN,2044,0.002856099780649255
BTN,2045,0.002856099780649255
BTN,2046,0.002856099780649255
BTN,2047,0.002856099780649255
BTN,2048,0.002856099780649255
BTN,2049,0.002856099780649255
BTN,2050,0.002856099780649255
BTN,2051,0.002856099780649255
BTN,2052,0.002856099780649255
BTN,2053,0.002856099780649255
BTN,2054,0.002856099780649255
BTN,2055,0.002856099780649255
BTN,2056,0.002856099780649255
BTN,2057,0.002856099780649255
BTN,2058,0.002856099780649255
BTN,2059,0.002856099780649255
BTN,2060,0.002856099780649255
BTN,2061,0.002856099780649255
BTN,2062,0.002856099780649255
BTN,2063,0.002856099780649255
BTN,2064,0.002856099780649255
BTN,2065,0.002856099780649255
BTN,2066,0.002856099780649255
BTN,2067,0.002856099780649255
BTN,2068,0.002856099780649255
BTN,2069,0.002856099780649255
BTN,2070,0.002856099780649255
BTN,2071,0.002856099780649255
BTN,2072,0.002856099780649255
BTN,2073,0.002856099780649255
BTN,2074,0.002856099780649255
BTN,2075,0.002856099780649255
BTN,2076,0.002856099780649255
BTN,2077,0.002856099780649255
BTN,2078,0.002856099780649255
BTN,2079,0.002856099780649255
BTN,2080,0.002856099780649255
BTN,2081,0.002856099780649255
BTN,2082,0.002856099780649255
BTN,2083,0.002856099780649255
BTN,2084,0.002856099780649255
BTN,2085,0.002856099780649255
BTN,2086,0.002856099780649255
BTN,2087,0.002856099780649255
BTN,2088,0.002856099780649255
BTN,2089,0.002856099780649255
BTN,2090,0.002856099780649255
BTN,2091,0.002856099780649255
BTN,2092,0.002856099780649255
BTN,2093,0.002856099780649255
BTN,2094,0.002856099780649255
BTN,2095,0.002856099780649255
BTN,2096,0.002856099780649255
BTN,2097,0.002856099780649255
BTN,2098,0.002856099780649255
BTN,2099,0.002856099780649255
BTN,2100,0.002856099780649255
BTN,2101,0.002856099780649255
BTN,2102,0.002856099780649255
BTN,2103,0.002856099780649255
BTN,2104,0.002856099780649255
BTN,2105,0.002856099780649255
BTN,2106,0.002856099780649255
BTN,2107,0.002856099780649255
BTN,2108,0.002856099780649255
BTN,2109,0.002856099780649255
BTN,2110,0.002856099780649255
BTN,2111,0.002856099780649255
BTN,2112,0.002856099780649255
BTN,2113,0.002856099780649255
BTN,2114,0.002856099780649255
BTN,2115,0.002856099780649255
BTN,2116,0.002856099780649255
BTN,2117,0.002856099780649255
BTN,2118,0.002856099780649255
BTN,2119,0.002856099780649255
BTN,2120,0.002856099780649255
BTN,2121,0.002856099780649255
BTN,2122,0.002856099780649255
BTN,2123,0.002856099780649255
BTN,2124,0.002856099780649255
BTN,2125,0.002856099780649255
BWA,2020,0.0036843597414247123
BWA,2021,0.0036843597414247123
BWA,2022,0.0036843597414247123
BWA,2023,0.0036843597414247123
BWA,2024,0.0036843597414247123
BWA,2025,0.0036843597414247123
BWA,2026,0.0036843597414247123
BWA,2027,0.0036843597414247123
BWA,2028,0.0036843597414247123
BWA,2029,0.0036843597414247123
BWA,2030,0.0036843597414247123
BWA,2031,0.0036843597414247123
BWA,2032,0.0036843597414247123
BWA,2033,0.0036843597414247123
BWA,2034,0.0036843597414247123
BWA,2035,0.0036843597414247123
BWA,2036,0.0036843597414247123
BWA,2037,0.0036843597414247123
BWA,2038,0.0036843597414247123
BWA,2039,0.0036843597414247123
BWA,2040,0.0036843597414247123
BWA,2041,0.0036843597414247123
BWA,2042,0.0036843597414247123
BWA,2043,0.0036843597414247123
BWA,2044,0.0036843597414247123
BWA,2045,0.0036843597414247123
BWA,2046,0.0036843597414247123
BWA,2047,0.0036843597414247123
BWA,2048,0.0036843597414247123
BWA,2049,0.0036843597414247123
BWA,2050,0.0036843597414247123
BWA,2051,0.0036843597414247123
BWA,2052,0.0036843597414247123
BWA,2053,0.0036843597414247123
BWA,2054,0.0036843597414247123
BWA,2055,0.0036843597414247123
BWA,2056,0.0036843597414247123
BWA,2057,0.0036843597414247123
BWA,2058,0.0036843597414247123
BWA,2059,0.0036843597414247123
BWA,2060,0.0036843597414247123
BWA,2061,0.0036843597414247123
BWA,2062,0.0036843597414247123
BWA,2063,0.0036843597414247123
BWA,2064,0.0036843597414247123
BWA,2065,0.0036843597414247123
BWA,2066,0.0036843597414247123
BWA,2067,0.0036843597414247123
BWA,2068,0.0036843597414247123
BWA,2069,0.0036843597414247123
BWA,2070,0.0036843597414247123
BWA,2071,0.0036843597414247123
BWA,2072,0.0036843597414247123
BWA,2073,0.0036843597414247123
BWA,2074,0.0036843597414247123
BWA,2075,0.0036843597414247123
BWA,2076,0.0036843597414247123
BWA,2077,0.0036843597414247123
BWA,2078,0.0036843597414247123
BWA,2079,0.0036843597414247123
BWA,2080,0.0036843597414247123
BWA,2081,0.0036843597414247123
BWA,2082,0.0036843597414247123
BWA,2083,0.0036843597414247123
BWA,2084,0.0036843597414247123
BWA,2085,0.0036843597414247123
BWA,2086,0.0036843597414247123
BWA,2087,0.0036843597414247123
BWA,2088,0.0036843597414247123
BWA,2089,0.0036843597414247123
BWA,2090,0.0036843597414247123
BWA,2091,0.0036843597414247123
BWA,2092,0.0036843597414247123
BWA,2093,0.0036843597414247123
BWA,2094,0.0036843597414247123
BWA,2095,0.0036843597414247123
BWA,2096,0.0036843597414247123
BWA,2097,0.0036843597414247123
BWA,2098,0.0036843597414247123
BWA,2099,0.0036843597414247123
BWA,2100,0.0036843597414247123
BWA,2101,0.0036843597414247123
BWA,2102,0.0036843597414247123
BWA,2103,0.0036843597414247123
BWA,2104,0.0036843597414247123
BWA,2105,0.0036843597414247123
BWA,2106,0.0036843597414247123
BWA,2107,0.0036843597414247123
BWA,2108,0.0036843597414247123
BWA,2109,0.0036843597414247123
BWA,2110,0.0036843597414247123
BWA,2111,0.0036843597414247123
BWA,2112,0.0036843597414247123
BWA,2113,0.0036843597414247123
BWA,2114,0.0036843597414247123
BWA,2115,0.0036843597414247123
BWA,2116,0.0036843597414247123
BWA,2117,0.0036843597414247123
BWA,2118,0.0036843597414247123
BWA,2119,0.0036843597414247123
BWA,2120,0.0036843597414247123
BWA,2121,0.0036843597414247123
BWA,2122,0.0036843597414247123
BWA,2123,0.0036843597414247123
BWA,2124,0.0036843597414247123
BWA,2125,0.0036843597414247123
CAF,2020,0.006404231055709588
CAF,2021,0.006404231055709588
CAF,2022,0.006404231055709588
CAF,2023,0.006404231055709588
CAF,2024,0.006404231055709588
CAF,2025,0.006404231055709588
CAF,2026,0.006404231055709588
CAF,2027,0.006404231055709588
CAF,2028,0.006404231055709588
CAF,2029,0.006404231055709588
CAF,2030,0.006404231055709588
CAF,2031,0.006404231055709588
CAF,2032,0.006404231055709588
CAF,2033,0.006404231055709588
CAF,2034,0.006404231055709588
CAF,2035,0.006404231055709588
CAF,2036,0.006404231055709588
CAF,2037,0.006404231055709588
CAF,2038,0.006404231055709588
CAF,2039,0.006404231055709588
CAF,2040,0.006404231055709588
CAF,2041,0.006404231055709588
CAF,2042,0.006404231055709588
CAF,2043,0.006404231055709588
CAF,2044,0.006404231055709588
CAF,2045,0.006404231055709588
CAF,2046,0.006404231055709588
CAF,2047,0.006404231055709588
CAF,2048,0.006404231055709588
CAF,2049,0.006404231055709588
CAF,2050,0.006404231055709588
CAF,2051,0.006404231055709588
CAF,2052,0.006404231055709588
CAF,2053,0.006404231055709588
CAF,2054,0.006404231055709588
CAF,2055,0.006404231055709588
CAF,2056,0.006404231055709588
CAF,2057,0.006404231055709588
CAF,2058,0.006404231055709588
CAF,2059,0.006404231055709588
CAF,2060,0.006404231055709588
CAF,2061,0.006404231055709588
CAF,2062,0.006404231055709588
CAF,2063,0.006404231055709588
CAF,2064,0.006404231055709588
CAF,2065,0.006404231055709588
CAF,2066,0.006404231055709588
CAF,2067,0.006404231055709588
CAF,2068,0.006404231055709588
CAF,2069,0.006404231055709588
CAF,2070,0.006404231055709588
CAF,2071,0.006404231055709588
CAF,2072,0.006404231055709588
CAF,2073,0.006404231055709588
CAF,2074,0.006404231055709588
CAF,2075,0.006404231055709588
CAF,2076,0.006404231055709588
CAF,2077,0.006404231055709588
CAF,2078,0.006404231055709588
CAF,2079,0.006404231055709588
CAF,2080,0.006404231055709588
CAF,2081,0.006404231055709588
CAF,2082,0.006404231055709588
CAF,2083,0.006404231055709588
CAF,2084,0.006404231055709588
CAF,2085,0.006404231055709588
CAF,2086,0.006404231055709588
CAF,2087,0.006404231055709588
CAF,2088,0.006404231055709588
CAF,2089,0.006404231055709588
CAF,2090,0.006404231055709588
CAF,2091,0.006404231055709588
CAF,2092,0.006404231055709588
CAF,2093,0.006404231055709588
CAF,2094,0.006404231055709588
CAF,2095,0.006404231055709588
CAF,2096,0.006404231055709588
CAF,2097,0.006404231055709588
CAF,2098,0.006404231055709588
CAF,2099,0.006404231055709588
CAF,2100,0.006404231055709588
CAF,2101,0.006404231055709588
CAF,2102,0.006404231055709588
CAF,2103,0.006404231055709588
CAF,2104,0.006404231055709588
CAF,2105,0.006404231055709588
CAF,2106,0.006404231055709588
CAF,2107,0.006404231055709588
CAF,2108,0.006404231055709588
CAF,2109,0.006404231055709588
CAF,2110,0.006404231055709588
CAF,2111,0.006404231055709588
CAF,2112,0.006404231055709588
CAF,2113,0.006404231055709588
CAF,2114,0.006404231055709588
CAF,2115,0.006404231055709588
CAF,2116,0.006404231055709588
CAF,2117,0.006404231055709588
CAF,2118,0.006404231055709588
CAF,2119,0.006404231055709588
CAF,2120,0.006404231055709588
CAF,2121,0.006404231055709588
CAF,2122,0.006404231055709588
CAF,2123,0.006404231055709588
CAF,2124,0.006404231055709588
CAF,2125,0.006404231055709588
CAN,2020,0.0034874092813564463
CAN,2021,0.0034874092813564463
CAN,2022,0.0034874092813564463
CAN,2023,0.0034874092813564463
CAN,2024,0.0034874092813564463
CAN,2025,0.0034874092813564463
CAN,2026,0.0034874092813564463
CAN,2027,0.0034874092813564463
CAN,2028,0.0034874092813564463
CAN,2029,0.0034874092813564463
CAN,2030,0.0034874092813564463
CAN,2031,0.0034874092813564463
CAN,2032,0.0034874092813564463
CAN,2033,0.0034874092813564463
CAN,2034,0.0034874092813564463
CAN,2035,0.0034874092813564463
CAN,2036,0.0034874092813564463
CAN,2037,0.0034874092813564463
CAN,2038,0.0034874092813564463
CAN,2039,0.0034874092813564463
CAN,2040,0.0034874092813564463
CAN,2041,0.0034874092813564463
CAN,2042,0.0034874092813564463
CAN,2043,0.0034874092813564463
CAN,2044,0.0034874092813564463
CAN,2045,0.0034874092813564463
CAN,2046,0.0034874092813564463
CAN,2047,0.0034874092813564463
CAN,2048,0.0034874092813564463
CAN,2049,0.0034874092813564463
CAN,2050,0.0034874092813564463
CAN,2051,0.0034874092813564463
CAN,2052,0.0034874092813564463
CAN,2053,0.0034874092813564463
CAN,2054,0.0034874092813564463
CAN,2055,0.0034874092813564463
CAN,2056,0.0034874092813564463
CAN,2057,0.0034874092813564463
CAN,2058,0.0034874092813564463
CAN,2059,0.0034874092813564463
CAN,2060,0.0034874092813564463
CAN,2061,0.0034874092813564463
CAN,2062,0.0034874092813564463
CAN,2063,0.0034874092813564463
CAN,2064,0.0034874092813564463
CAN,2065,0.0034874092813564463
CAN,2066,0.0034874092813564463
CAN,2067,0.0034874092813564463
CAN,2068,0.0034874092813564463
CAN,2069,0.0034874092813564463
CAN,2070,0.0034874092813564463
CAN,2071,0.0034874092813564463
CAN,2072,0.0034874092813564463
CAN,2073,0.0034874092813564463
CAN,2074,0.0034874092813564463
CAN,2075,0.0034874092813564463
CAN,2076,0.0034874092813564463
CAN,2077,0.0034874092813564463
CAN,2078,0.0034874092813564463
CAN,2079,0.0034874092813564463
CAN,2080,0.0034874092813564463
CAN,2081,0.0034874092813564463
CAN,2082,0.0034874092813564463
CAN,2083,0.0034874092813564463
CAN,2084,0.0034874092813564463
CAN,2085,0.0034874092813564463
CAN,2086,0.0034874092813564463
CAN,2087,0.0034874092813564463
CAN,2088,0.0034874092813564463
CAN,2089,0.0034874092813564463
CAN,2090,0.0034874092813564463
CAN,2091,0.0034874092813564463
CAN,2092,0.0034874092813564463
CAN,2093,0.0034874092813564463
CAN,2094,0.0034874092813564463
CAN,2095,0.0034874092813564463
CAN,2096,0.0034874092813564463
CAN,2097,0.0034874092813564463
CAN,2098,0.0034874092813564463
CAN,2099,0.0034874092813564463
CAN,2100,0.0034874092813564463
CAN,2101,0.0034874092813564463
CAN,2102,0.0034874092813564463
CAN,2103,0.0034874092813564463
CAN,2104,0.0034874092813564463
CAN,2105,0.0034874092813564463
CAN,2106,0.0034874092813564463
CAN,2107,0.0034874092813564463
CAN,2108,0.0034874092813564463
CAN,2109,0.0034874092813564463
CAN,2110,0.0034874092813564463
CAN,2111,0.0034874092813564463
CAN,2112,0.0034874092813564463
CAN,2113,0.0034874092813564463
CAN,2114,0.0034874092813564463
CAN,2115,0.0034874092813564463
CAN,2116,0.0034874092813564463
CAN,2117,0.0034874092813564463
CAN,2118,0.0034874092813564463
CAN,2119,0.0034874092813564463
CAN,2120,0.0034874092813564463
CAN,2121,0.0034874092813564463
CAN,2122,0.0034874092813564463
CAN,2123,0.0034874092813564463
CAN,2124,0.0034874092813564463
CAN,2125,0.0034874092813564463
CHE,2020,0.007327383935829499
CHE,2021,0.007327383935829499
CHE,2022,0.007327383935829499
CHE,2023,0.007327383935829499
CHE,2024,0.007327383935829499
CHE,2025,0.007327383935829499
CHE,2026,0.007327383935829499
CHE,2027,0.007327383935829499
CHE,2028,0.007327383935829499
CHE,2029,0.007327383935829499
CHE,2030,0.007327383935829499
CHE,2031,0.007327383935829499
CHE,2032,0.007327383935829499
CHE,2033,0.007327383935829499
CHE,2034,0.007327383935829499
CHE,2035,0.007327383935829499
CHE,2036,0.007327383935829499
CHE,2037,0.007327383935829499
CHE,2038,0.007327383935829499
CHE,2039,0.007327383935829499
CHE,2040,0.007327383935829499
CHE,2041,0.007327383935829499
CHE,2042,0.007327383935829499
CHE,2043,0.007327383935829499
CHE,2044,0.007327383935829499
CHE,2045,0.007327383935829499
CHE,2046,0.007327383935829499
CHE,2047,0.007327383935829499
CHE,2048,0.007327383935829499
CHE,2049,0.007327383935829499
CHE,2050,0.007327383935829499
CHE,2051,0.007327383935829499
CHE,2052,0.007327383935829499
CHE,2053,0.007327383935829499
CHE,2054,0.007327383935829499
CHE,2055,0.007327383935829499
CHE,2056,0.007327383935829499
CHE,2057,0.007327383935829499
CHE,2058,0.007327383935829499
CHE,2059,0.007327383935829499
CHE,2060,0.007327383935829499
CHE,2061,0.007327383935829499
CHE,2062,0.007327383935829499
CHE,2063,0.007327383935829499
CHE,2064,0.007327383935829499
CHE,2065,0.007327383935829499
CHE,2066,0.007327383935829499
CHE,2067,0.007327383935829499
CHE,2068,0.007327383935829499
CHE,2069,0.007327383935829499
CHE,2070,0.007327383935829499
CHE,2071,0.007327383935829499
CHE,2072,0.007327383935829499
CHE,2073,0.007327383935829499
CHE,2074,0.007327383935829499
CHE,2075,0.007327383935829499
CHE,2076,0.007327383935829499
CHE,2077,0.007327383935829499
CHE,2078,0.007327383935829499
CHE,2079,0.007327383935829499
CHE,2080,0.007327383935829499
CHE,2081,0.007327383935829499
CHE,2082,0.007327383935829499
CHE,2083,0.007327383935829499
CHE,2084,0.007327383935829499
CHE,2085,0.007327383935829499
CHE,2086,0.007327383935829499
CHE,2087,0.007327383935829499
CHE,2088,0.007327383935829499
CHE,2089,0.007327383935829499
CHE,2090,0.007327383935829499
CHE,2091,0.007327383935829499
CHE,2092,0.007327383935829499
CHE,2093,0.007327383935829499
CHE,2094,0.007327383935829499
CHE,2095,0.007327383935829499
CHE,2096,0.007327383935829499
CHE,2097,0.007327383935829499
CHE,2098,0.007327383935829499
CHE,2099,0.007327383935829499
CHE,2100,0.007327383935829499
CHE,2101,0.007327383935829499
CHE,2102,0.007327383935829499
CHE,2103,0.007327383935829499
CHE,2104,0.007327383935829499
CHE,2105,0.007327383935829499
CHE,2106,0.007327383935829499
CHE,2107,0.007327383935829499
CHE,2108,0.007327383935829499
CHE,2109,0.007327383935829499
CHE,2110,0.007327383935829499
CHE,2111,0.007327383935829499
CHE,2112,0.007327383935829499
CHE,2113,0.007327383935829499
CHE,2114,0.007327383935829499
CHE,2115,0.007327383935829499
CHE,2116,0.007327383935829499
CHE,2117,0.007327383935829499
CHE,2118,0.007327383935829499
CHE,2119,0.007327383935829499
CHE,2120,0.007327383935829499
CHE,2121,0.007327383935829499
CHE,2122,0.007327383935829499
CHE,2123,0.007327383935829499
CHE,2124,0.007327383935829499
CHE,2125,0.007327383935829499
CHL,2020,0.011097577832890048
CHL,2021,0.011097577832890048
CHL,2022,0.011097577832890048
CHL,2023,0.011097577832890048
CHL,2024,0.011097577832890048
CHL,2025,0.011097577832890048
CHL,2026,0.011097577832890048
CHL,2027,0.011097577832890048
CHL,2028,0.011097577832890048
CHL,2029,0.011097577832890048
CHL,2030,0.011097577832890048
CHL,2031,0.011097577832890048
CHL,2032,0.011097577832890048
CHL,2033,0.011097577832890048
CHL,2034,0.011097577832890048
CHL,2035,0.011097577832890048
CHL,2036,0.011097577832890048
CHL,2037,0.011097577832890048
CHL,2038,0.011097577832890048
CHL,2039,0.011097577832890048
CHL,2040,0.011097577832890048
CHL,2041,0.011097577832890048
CHL,2042,0.011097577832890048
CHL,2043,0.011097577832890048
CHL,2044,0.011097577832890048
CHL,2045,0.011097577832890048
CHL,2046,0.011097577832890048
CHL,2047,0.011097577832890048
CHL,2048,0.011097577832890048
CHL,2049,0.011097577832890048
CHL,2050,0.011097577832890048
CHL,2051,0.011097577832890048
CHL,2052,0.011097577832890048
CHL,2053,0.011097577832890048
CHL,2054,0.011097577832890048
CHL,2055,0.011097577832890048
CHL,2056,0.011097577832890048
CHL,2057,0.011097577832890048
CHL,2058,0.011097577832890048
CHL,2059,0.011097577832890048
